Date,State,Region,Energy_Requirement_MU,Energy_Supplied_MU,Energy_Deficit_MU,Energy_Deficit_Percent,Peak_Demand_MW,Peak_Met_MW,Peak_Deficit_MW,Outage_Frequency,Average_Recovery_Time_Hours
2016-02-01,Delhi,Northern,2392.74,2391.0,1.74,0.073,4984.88,4980.37,4.51,10,1.87
2016-03-01,Delhi,Northern,2226.11,2209.88,16.22,0.729,4637.72,4587.94,49.78,9,1.82
2016-04-01,Delhi,Northern,3025.44,2979.7,45.73,1.512,6302.99,6167.71,135.29,23,2.1
2016-05-01,Delhi,Northern,3183.57,3154.79,28.79,0.904,6632.45,6550.7,81.75,23,1.56
2016-06-01,Delhi,Northern,3101.52,3037.91,63.61,2.051,6461.51,6279.55,181.95,23,2.3
2016-07-01,Delhi,Northern,3197.08,3137.93,59.15,1.85,6660.59,6476.95,183.63,23,2.46
2016-08-01,Delhi,Northern,2450.04,2438.75,11.29,0.461,5104.26,5073.25,31.01,12,1.36
2016-09-01,Delhi,Northern,2207.64,2198.9,8.74,0.396,4599.25,4573.66,25.59,10,1.73
2016-10-01,Delhi,Northern,2701.14,2701.14,0.0,0.0,5627.38,5627.38,0.0,11,1.75
2016-11-01,Delhi,Northern,2897.38,2887.3,10.08,0.348,6036.2,6007.18,29.02,10,2.55
2016-12-01,Delhi,Northern,2727.95,2719.6,8.35,0.306,5683.22,5661.65,21.57,10,1.7
2017-01-01,Delhi,Northern,2436.34,2414.39,21.95,0.901,5075.71,5016.86,58.85,11,1.31
2017-02-01,Delhi,Northern,2435.9,2431.99,3.9,0.16,5074.79,5064.86,9.92,9,2.17
2017-03-01,Delhi,Northern,2517.11,2507.82,9.28,0.369,5243.97,5216.78,27.19,9,0.94
2017-04-01,Delhi,Northern,3349.52,3302.69,46.82,1.398,6978.16,6852.5,125.66,23,2.05
2017-05-01,Delhi,Northern,3382.44,3343.53,38.91,1.15,7046.75,6937.94,108.81,23,1.36
2017-06-01,Delhi,Northern,3183.4,3166.22,17.18,0.54,6632.08,6584.16,47.92,20,1.92
2017-07-01,Delhi,Northern,3458.4,3432.62,25.79,0.746,7205.01,7130.17,74.84,22,2.0
2017-08-01,Delhi,Northern,2430.39,2430.39,0.0,0.0,5063.32,5063.32,0.0,9,1.87
2017-09-01,Delhi,Northern,2344.78,2328.48,16.3,0.695,4884.96,4843.12,41.85,13,1.5
2017-10-01,Delhi,Northern,2797.84,2786.91,10.93,0.391,5828.84,5795.81,33.03,11,2.09
2017-11-01,Delhi,Northern,2855.14,2847.38,7.75,0.272,5948.2,5928.69,19.5,13,2.04
2017-12-01,Delhi,Northern,2955.55,2949.38,6.17,0.209,6157.39,6141.81,15.58,12,2.22
2018-01-01,Delhi,Northern,2554.21,2546.64,7.57,0.296,5321.27,5300.87,20.39,9,1.77
2018-02-01,Delhi,Northern,2541.24,2526.7,14.54,0.572,5294.26,5251.41,42.85,10,2.43
2018-03-01,Delhi,Northern,2584.92,2578.95,5.97,0.231,5385.25,5366.99,18.25,10,2.3
2018-04-01,Delhi,Northern,3370.28,3347.97,22.31,0.662,7021.43,6962.96,58.47,21,1.55
2018-05-01,Delhi,Northern,3500.19,3485.57,14.62,0.418,7292.06,7254.67,37.38,19,2.91
2018-06-01,Delhi,Northern,3262.64,3239.17,23.47,0.719,6797.16,6733.7,63.46,20,2.48
2018-07-01,Delhi,Northern,3610.6,3562.88,47.71,1.321,7522.07,7382.66,139.41,20,2.53
2018-08-01,Delhi,Northern,2596.78,2595.29,1.49,0.057,5409.96,5406.13,3.83,13,2.03
2018-09-01,Delhi,Northern,2582.66,2568.72,13.94,0.54,5380.54,5342.95,37.6,9,1.2
2018-10-01,Delhi,Northern,3048.94,3043.6,5.34,0.175,6351.97,6335.55,16.42,8,1.0
2018-11-01,Delhi,Northern,3089.25,3083.76,5.49,0.178,6435.94,6419.99,15.95,8,2.23
2018-12-01,Delhi,Northern,3128.13,3128.13,0.0,0.0,6516.93,6516.93,0.0,9,1.2
2019-01-01,Delhi,Northern,2673.82,2671.39,2.43,0.091,5570.45,5563.02,7.43,10,1.78
2019-02-01,Delhi,Northern,2794.32,2794.32,0.0,0.0,5821.49,5821.49,0.0,8,1.5
2019-03-01,Delhi,Northern,2591.16,2590.72,0.44,0.017,5398.25,5397.12,1.13,9,1.56
2019-04-01,Delhi,Northern,3714.45,3684.64,29.8,0.802,7738.43,7652.21,86.22,18,2.91
2019-05-01,Delhi,Northern,3581.05,3550.27,30.78,0.859,7460.51,7364.5,96.01,23,2.25
2019-06-01,Delhi,Northern,3722.57,3682.87,39.7,1.067,7755.35,7645.42,109.93,23,1.66
2019-07-01,Delhi,Northern,3712.71,3694.12,18.59,0.501,7734.8,7685.23,49.58,21,3.06
2019-08-01,Delhi,Northern,2464.08,2452.64,11.43,0.464,5133.49,5102.02,31.47,10,1.19
2019-09-01,Delhi,Northern,2798.85,2795.58,3.27,0.117,5830.95,5822.34,8.6,13,1.55
2019-10-01,Delhi,Northern,2972.08,2971.67,0.4,0.014,6191.83,6190.8,1.03,11,2.38
2019-11-01,Delhi,Northern,3194.08,3182.61,11.47,0.359,6654.33,6625.26,29.07,11,1.71
2019-12-01,Delhi,Northern,3216.93,3213.76,3.18,0.099,6701.94,6692.74,9.2,8,1.26
2020-01-01,Delhi,Northern,2756.76,2750.57,6.19,0.224,5743.25,5726.11,17.13,14,1.43
2020-02-01,Delhi,Northern,2785.09,2785.09,0.0,0.0,5802.26,5802.26,0.0,11,1.81
2020-03-01,Delhi,Northern,2599.38,2598.46,0.92,0.036,5415.38,5412.77,2.61,7,2.63
2020-04-01,Delhi,Northern,3682.79,3661.64,21.15,0.574,7672.47,7611.82,60.65,18,2.05
2020-05-01,Delhi,Northern,3812.14,3802.54,9.6,0.252,7941.95,7913.94,28.01,18,1.61
2020-06-01,Delhi,Northern,4030.98,3985.54,45.44,1.127,8397.87,8258.24,139.63,23,2.04
2020-07-01,Delhi,Northern,3735.94,3728.43,7.51,0.201,7783.21,7759.97,23.23,19,1.94
2020-08-01,Delhi,Northern,2771.68,2771.68,0.0,0.0,5774.33,5774.33,0.0,12,2.14
2020-09-01,Delhi,Northern,2832.68,2820.41,12.27,0.433,5901.42,5869.9,31.52,11,2.27
2020-10-01,Delhi,Northern,3313.75,3313.75,0.0,0.0,6903.65,6903.65,0.0,10,1.41
2020-11-01,Delhi,Northern,3138.49,3138.49,0.0,0.0,6538.52,6538.52,0.0,11,2.28
2020-12-01,Delhi,Northern,3174.89,3167.21,7.68,0.242,6614.35,6594.95,19.4,12,2.44
2021-01-01,Delhi,Northern,2820.5,2812.15,8.35,0.296,5876.04,5852.63,23.41,13,2.08
2021-02-01,Delhi,Northern,2941.74,2938.44,3.3,0.112,6128.62,6119.18,9.44,8,1.21
2021-03-01,Delhi,Northern,3006.39,3004.8,1.59,0.053,6263.3,6258.68,4.63,8,0.78
2021-04-01,Delhi,Northern,3995.59,3990.33,5.26,0.132,8324.14,8308.47,15.66,17,3.34
2021-05-01,Delhi,Northern,3748.94,3732.95,15.99,0.427,7810.29,7760.69,49.59,17,1.66
2021-06-01,Delhi,Northern,4070.21,4058.83,11.38,0.28,8479.6,8447.92,31.68,19,2.55
2021-07-01,Delhi,Northern,3750.09,3742.2,7.89,0.21,7812.68,7792.48,20.21,17,2.07
2021-08-01,Delhi,Northern,2912.15,2912.15,0.0,0.0,6066.99,6066.99,0.0,10,2.16
2021-09-01,Delhi,Northern,2925.0,2920.26,4.74,0.162,6093.75,6081.42,12.34,10,2.12
2021-10-01,Delhi,Northern,3376.48,3373.88,2.6,0.077,7034.32,7027.07,7.26,11,2.4
2021-11-01,Delhi,Northern,3289.12,3280.99,8.14,0.247,6852.34,6829.52,22.82,9,1.36
2021-12-01,Delhi,Northern,3330.42,3328.41,2.01,0.06,6938.37,6932.66,5.71,11,1.73
2022-01-01,Delhi,Northern,2881.55,2881.55,0.0,0.0,6003.23,6003.23,0.0,8,2.51
2022-02-01,Delhi,Northern,2900.33,2892.55,7.77,0.268,6042.34,6022.66,19.68,12,1.4
2022-03-01,Delhi,Northern,2913.41,2913.41,0.0,0.0,6069.6,6069.6,0.0,12,2.3
2022-04-01,Delhi,Northern,4355.36,4355.36,0.0,0.0,9073.66,9073.66,0.0,15,2.41
2022-05-01,Delhi,Northern,4325.77,4311.25,14.52,0.336,9012.01,8973.0,39.02,17,3.02
2022-06-01,Delhi,Northern,4035.74,4023.98,11.76,0.291,8407.78,8373.71,34.07,19,2.27
2022-07-01,Delhi,Northern,4207.04,4194.68,12.36,0.294,8764.67,8729.99,34.67,20,2.0
2022-08-01,Delhi,Northern,3106.45,3106.45,0.0,0.0,6471.78,6471.78,0.0,11,1.39
2022-09-01,Delhi,Northern,2863.68,2863.68,0.0,0.0,5966.0,5966.0,0.0,10,1.5
2022-10-01,Delhi,Northern,3477.41,3477.41,0.0,0.0,7244.61,7244.61,0.0,11,2.28
2022-11-01,Delhi,Northern,3530.82,3530.82,0.0,0.0,7355.87,7355.87,0.0,9,1.91
2022-12-01,Delhi,Northern,3426.92,3426.92,0.0,0.0,7139.41,7139.41,0.0,8,1.19
2023-01-01,Delhi,Northern,2881.64,2881.64,0.0,0.0,6003.42,6003.42,0.0,9,1.99
2023-02-01,Delhi,Northern,3144.66,3144.66,0.0,0.0,6551.38,6551.38,0.0,10,1.66
2023-03-01,Delhi,Northern,3128.29,3119.27,9.01,0.288,6517.26,6492.6,24.66,14,2.63
2023-04-01,Delhi,Northern,4361.32,4350.45,10.86,0.249,9086.08,9054.03,32.04,17,2.09
2023-05-01,Delhi,Northern,4100.12,4100.12,0.0,0.0,8541.91,8541.91,0.0,17,2.25
2023-06-01,Delhi,Northern,4467.85,4456.41,11.44,0.256,9308.03,9278.73,29.3,20,2.34
2023-07-01,Delhi,Northern,4326.4,4309.5,16.89,0.39,9013.33,8967.25,46.08,21,2.5
2023-08-01,Delhi,Northern,3152.65,3151.78,0.87,0.028,6568.01,6565.77,2.25,12,2.05
2023-09-01,Delhi,Northern,2905.31,2893.84,11.47,0.395,6052.74,6020.88,31.86,12,2.02
2023-10-01,Delhi,Northern,3618.69,3595.07,23.62,0.653,7538.94,7475.92,63.02,14,1.95
2023-11-01,Delhi,Northern,3829.2,3820.48,8.72,0.228,7977.49,7955.26,22.23,11,1.96
2023-12-01,Delhi,Northern,3737.48,3737.48,0.0,0.0,7786.42,7786.42,0.0,9,2.06
2024-01-01,Delhi,Northern,3326.0,3320.15,5.85,0.176,6929.16,6914.27,14.9,11,1.52
2024-02-01,Delhi,Northern,3247.46,3245.55,1.91,0.059,6765.54,6760.23,5.31,9,2.05
2024-03-01,Delhi,Northern,3200.02,3200.02,0.0,0.0,6666.71,6666.71,0.0,9,2.05
2024-04-01,Delhi,Northern,4347.58,4340.02,7.57,0.174,9057.47,9036.05,21.42,15,2.79
2024-05-01,Delhi,Northern,4358.16,4358.16,0.0,0.0,9079.51,9079.51,0.0,17,3.09
2024-06-01,Delhi,Northern,4462.76,4458.12,4.64,0.104,9297.41,9284.87,12.54,19,1.44
2024-07-01,Delhi,Northern,4524.58,4524.58,0.0,0.0,9426.2,9426.2,0.0,15,2.81
2024-08-01,Delhi,Northern,3164.9,3164.9,0.0,0.0,6593.54,6593.54,0.0,11,1.18
2024-09-01,Delhi,Northern,3077.55,3077.55,0.0,0.0,6411.55,6411.55,0.0,12,1.97
2024-10-01,Delhi,Northern,3883.31,3881.55,1.75,0.045,8090.23,8085.55,4.68,7,1.27
2024-11-01,Delhi,Northern,3862.45,3862.45,0.0,0.0,8046.77,8046.77,0.0,8,2.4
2024-12-01,Delhi,Northern,3945.72,3937.11,8.61,0.218,8220.25,8197.7,22.54,10,1.66
2015-01-01,Maharashtra,Western,10593.42,10374.37,219.05,2.068,22069.63,21410.9,658.73,18,3.15
2015-02-01,Maharashtra,Western,11474.45,11170.87,303.59,2.646,23905.11,23123.93,781.18,21,3.2
2015-03-01,Maharashtra,Western,10769.42,10478.69,290.72,2.7,22436.29,21639.77,796.51,23,2.64
2015-04-01,Maharashtra,Western,13621.6,13049.04,572.56,4.203,28378.34,26918.29,1460.05,32,3.95
2015-05-01,Maharashtra,Western,14093.82,13093.92,999.89,7.095,29362.12,26328.37,3033.75,39,3.9
2015-06-01,Maharashtra,Western,15340.61,14480.72,859.89,5.605,31959.61,29419.08,2540.53,36,3.41
2015-07-01,Maharashtra,Western,14043.45,13481.59,561.86,4.001,29257.19,27501.87,1755.32,30,3.43
2015-08-01,Maharashtra,Western,11463.86,11151.27,312.6,2.727,23883.05,22928.01,955.04,22,2.21
2015-09-01,Maharashtra,Western,11351.38,11213.87,137.5,1.211,23648.7,23256.89,391.81,17,2.94
2015-10-01,Maharashtra,Western,12304.31,12076.44,227.87,1.852,25633.99,25012.14,621.85,18,3.29
2015-11-01,Maharashtra,Western,12973.1,12771.28,201.82,1.556,27027.29,26449.97,577.32,18,1.77
2015-12-01,Maharashtra,Western,12905.27,12564.91,340.36,2.637,26885.98,25977.49,908.49,24,2.91
2016-01-01,Maharashtra,Western,11327.07,11267.89,59.18,0.522,23598.06,23443.04,155.02,16,3.02
2016-02-01,Maharashtra,Western,11169.79,11011.16,158.63,1.42,23270.39,22816.15,454.24,20,2.72
2016-03-01,Maharashtra,Western,10851.24,10634.18,217.06,2.0,22606.75,22022.27,584.48,20,2.95
2016-04-01,Maharashtra,Western,14702.45,14079.38,623.07,4.238,30630.1,29028.33,1601.77,35,3.65
2016-05-01,Maharashtra,Western,16097.77,15270.48,827.29,5.139,33537.02,31255.75,2281.27,35,2.94
2016-06-01,Maharashtra,Western,16445.46,15745.66,699.8,4.255,34261.38,32181.06,2080.32,35,3.22
2016-07-01,Maharashtra,Western,16215.62,15369.56,846.06,5.218,33782.54,31620.44,2162.1,35,3.41
2016-08-01,Maharashtra,Western,10638.51,10483.09,155.42,1.461,22163.57,21719.42,444.15,21,2.43
2016-09-01,Maharashtra,Western,11876.22,11718.12,158.1,1.331,24742.13,24340.62,401.5,18,3.45
2016-10-01,Maharashtra,Western,14094.47,13903.23,191.25,1.357,29363.48,28802.4,561.08,15,3.19
2016-11-01,Maharashtra,Western,13335.52,13247.05,88.47,0.663,27782.34,27517.48,264.86,18,2.19
2016-12-01,Maharashtra,Western,13954.78,13672.09,282.69,2.026,29072.47,28298.79,773.68,22,3.03
2017-01-01,Maharashtra,Western,12318.18,12140.28,177.9,1.444,25662.88,25126.54,536.34,18,2.05
2017-02-01,Maharashtra,Western,11479.98,11231.18,248.8,2.167,23916.62,23280.69,635.93,18,2.08
2017-03-01,Maharashtra,Western,12401.66,12214.06,187.6,1.513,25836.8,25258.36,578.44,18,3.34
2017-04-01,Maharashtra,Western,16117.91,15491.95,625.97,3.884,33578.99,31625.65,1953.34,33,3.75
2017-05-01,Maharashtra,Western,15358.18,14681.44,676.74,4.406,31996.2,30183.02,1813.18,32,3.38
2017-06-01,Maharashtra,Western,16498.0,15878.5,619.5,3.755,34370.84,32778.4,1592.44,32,4.03
2017-07-01,Maharashtra,Western,15613.79,14906.37,707.42,4.531,32528.73,30735.97,1792.76,34,3.95
2017-08-01,Maharashtra,Western,12504.99,12295.55,209.44,1.675,26052.07,25420.36,631.71,18,3.38
2017-09-01,Maharashtra,Western,11644.1,11494.31,149.78,1.286,24258.54,23878.73,379.8,16,1.59
2017-10-01,Maharashtra,Western,13946.96,13805.55,141.41,1.014,29056.16,28674.67,381.49,16,2.39
2017-11-01,Maharashtra,Western,13402.94,13208.55,194.39,1.45,27922.8,27408.21,514.59,23,2.54
2017-12-01,Maharashtra,Western,13770.22,13534.13,236.09,1.714,28687.96,28084.61,603.35,20,2.72
2018-01-01,Maharashtra,Western,12238.24,12186.11,52.13,0.426,25496.32,25363.67,132.66,17,3.35
2018-02-01,Maharashtra,Western,11729.64,11600.58,129.06,1.1,24436.75,24040.79,395.96,17,2.9
2018-03-01,Maharashtra,Western,11837.72,11725.74,111.99,0.946,24661.92,24314.91,347.01,15,2.03
2018-04-01,Maharashtra,Western,17880.28,17518.93,361.35,2.021,37250.59,36173.58,1077.0,27,3.38
2018-05-01,Maharashtra,Western,16664.79,16178.54,486.25,2.918,34718.31,33439.81,1278.5,29,4.1
2018-06-01,Maharashtra,Western,17735.38,17311.42,423.96,2.39,36948.71,35675.06,1273.65,26,3.63
2018-07-01,Maharashtra,Western,16147.73,15873.97,273.76,1.695,33641.11,32950.24,690.88,26,3.98
2018-08-01,Maharashtra,Western,12730.47,12589.98,140.5,1.104,26521.82,26152.97,368.85,17,2.77
2018-09-01,Maharashtra,Western,12279.1,12133.83,145.27,1.183,25581.46,25133.46,448.0,15,2.96
2018-10-01,Maharashtra,Western,14386.5,14211.98,174.52,1.213,29971.87,29459.43,512.44,17,2.25
2018-11-01,Maharashtra,Western,14041.56,13885.48,156.08,1.112,29253.25,28814.47,438.78,19,3.56
2018-12-01,Maharashtra,Western,14288.04,14176.82,111.22,0.778,29766.74,29457.64,309.1,14,3.62
2019-01-01,Maharashtra,Western,13584.6,13556.09,28.51,0.21,28301.24,28217.44,83.8,18,3.5
2019-02-01,Maharashtra,Western,12643.26,12590.27,52.99,0.419,26340.12,26193.96,146.16,18,2.87
2019-03-01,Maharashtra,Western,12710.9,12590.46,120.44,0.948,26481.03,26116.52,364.52,17,2.41
2019-04-01,Maharashtra,Western,16571.7,16118.22,453.48,2.736,34524.38,33132.32,1392.06,29,4.07
2019-05-01,Maharashtra,Western,17104.68,16809.38,295.3,1.726,35634.74,34826.95,807.79,25,3.27
2019-06-01,Maharashtra,Western,16962.58,16657.23,305.35,1.8,35338.72,34479.11,859.61,27,3.33
2019-07-01,Maharashtra,Western,17429.91,16984.59,445.32,2.555,36312.31,34931.94,1380.37,29,3.63
2019-08-01,Maharashtra,Western,12502.49,12372.72,129.77,1.038,26046.85,25674.83,372.02,18,1.99
2019-09-01,Maharashtra,Western,13300.03,13180.23,119.81,0.901,27708.4,27360.51,347.89,17,3.33
2019-10-01,Maharashtra,Western,15304.92,15239.85,65.07,0.425,31885.25,31717.7,167.55,20,1.24
2019-11-01,Maharashtra,Western,14753.67,14637.7,115.97,0.786,30736.81,30435.67,301.14,16,2.47
2019-12-01,Maharashtra,Western,15332.8,15153.59,179.21,1.169,31943.33,31432.96,510.37,19,3.31
2020-01-01,Maharashtra,Western,13443.21,13349.56,93.66,0.697,28006.69,27767.23,239.47,17,3.38
2020-02-01,Maharashtra,Western,12972.49,12967.76,4.73,0.036,27026.01,27013.99,12.02,12,3.14
2020-03-01,Maharashtra,Western,13147.92,13023.77,124.15,0.944,27391.5,27009.87,381.64,16,2.89
2020-04-01,Maharashtra,Western,18553.39,18245.79,307.6,1.658,38652.89,37714.83,938.06,26,3.12
2020-05-01,Maharashtra,Western,18081.44,17891.66,189.78,1.05,37669.67,37140.55,529.13,26,3.8
2020-06-01,Maharashtra,Western,19101.4,18960.05,141.36,0.74,39794.59,39358.72,435.87,26,4.07
2020-07-01,Maharashtra,Western,19024.62,18697.39,327.23,1.72,39634.63,38710.55,924.09,28,4.36
2020-08-01,Maharashtra,Western,14128.47,14077.59,50.88,0.36,29434.32,29298.76,135.55,16,3.36
2020-09-01,Maharashtra,Western,13948.32,13881.44,66.88,0.479,29059.0,28859.59,199.41,15,3.49
2020-10-01,Maharashtra,Western,16219.7,16136.11,83.58,0.515,33791.04,33562.23,228.81,17,3.17
2020-11-01,Maharashtra,Western,15651.93,15521.55,130.38,0.833,32608.19,32219.81,388.38,17,2.3
2020-12-01,Maharashtra,Western,16535.08,16488.76,46.32,0.28,34448.09,34321.2,126.89,16,2.05
2021-01-01,Maharashtra,Western,14316.27,14297.41,18.86,0.132,29825.55,29769.98,55.57,16,3.11
2021-02-01,Maharashtra,Western,14892.66,14821.06,71.6,0.481,31026.38,30827.58,198.8,13,2.79
2021-03-01,Maharashtra,Western,14209.24,14209.24,0.0,0.0,29602.58,29602.58,0.0,16,1.9
2021-04-01,Maharashtra,Western,18348.59,18159.78,188.81,1.029,38226.22,37658.33,567.9,28,3.71
2021-05-01,Maharashtra,Western,17902.92,17786.24,116.68,0.652,37297.76,36957.19,340.56,22,3.42
2021-06-01,Maharashtra,Western,19030.64,18857.67,172.98,0.909,39647.17,39145.37,501.8,22,3.61
2021-07-01,Maharashtra,Western,19101.59,18926.6,174.99,0.916,39794.99,39274.56,520.43,24,3.81
2021-08-01,Maharashtra,Western,13522.34,13522.34,0.0,0.0,28171.54,28171.54,0.0,14,2.98
2021-09-01,Maharashtra,Western,13301.11,13227.24,73.87,0.555,27710.65,27518.64,192.0,16,1.97
2021-10-01,Maharashtra,Western,17117.91,17017.55,100.36,0.586,35662.32,35409.46,252.86,17,2.46
2021-11-01,Maharashtra,Western,17395.04,17340.21,54.83,0.315,36239.66,36070.08,169.58,16,3.15
2021-12-01,Maharashtra,Western,16157.02,16062.71,94.31,0.584,33660.46,33369.15,291.3,15,2.62
2022-01-01,Maharashtra,Western,14348.88,14348.88,0.0,0.0,29893.5,29893.5,0.0,16,1.99
2022-02-01,Maharashtra,Western,14630.24,14582.11,48.14,0.329,30479.67,30344.4,135.27,18,2.75
2022-03-01,Maharashtra,Western,15412.43,15277.62,134.81,0.875,32109.24,31700.62,408.62,18,2.95
2022-04-01,Maharashtra,Western,20759.0,20708.23,50.78,0.245,43247.92,43118.48,129.44,24,3.77
2022-05-01,Maharashtra,Western,20535.8,20368.14,167.66,0.816,42782.92,42353.83,429.08,26,3.72
2022-06-01,Maharashtra,Western,20043.39,20007.47,35.92,0.179,41757.06,41665.8,91.26,24,4.05
2022-07-01,Maharashtra,Western,20338.2,20082.97,255.23,1.255,42371.26,41692.63,678.63,27,3.76
2022-08-01,Maharashtra,Western,14274.53,14274.53,0.0,0.0,29738.61,29738.61,0.0,13,1.9
2022-09-01,Maharashtra,Western,14873.41,14777.76,95.65,0.643,30986.27,30719.63,266.64,15,2.47
2022-10-01,Maharashtra,Western,17077.88,17069.32,8.56,0.05,35578.92,35556.81,22.12,16,2.9
2022-11-01,Maharashtra,Western,17759.8,17759.4,0.4,0.002,36999.59,36998.52,1.07,17,2.73
2022-12-01,Maharashtra,Western,16955.99,16955.99,0.0,0.0,35324.99,35324.99,0.0,17,2.08
2023-01-01,Maharashtra,Western,15631.74,15579.58,52.17,0.334,32566.13,32413.95,152.17,13,2.72
2023-02-01,Maharashtra,Western,15571.4,15551.24,20.16,0.129,32440.42,32384.92,55.49,17,1.35
2023-03-01,Maharashtra,Western,15602.55,15602.55,0.0,0.0,32505.3,32505.3,0.0,14,3.05
2023-04-01,Maharashtra,Western,22561.04,22458.52,102.52,0.454,47002.16,46685.22,316.94,27,3.11
2023-05-01,Maharashtra,Western,20495.89,20376.16,119.74,0.584,42699.78,42382.54,317.24,22,3.69
2023-06-01,Maharashtra,Western,20819.74,20613.39,206.35,0.991,43374.45,42783.09,591.36,25,2.85
2023-07-01,Maharashtra,Western,20229.38,20188.93,40.45,0.2,42144.55,42025.68,118.87,23,3.71
2023-08-01,Maharashtra,Western,15017.97,15017.97,0.0,0.0,31287.44,31287.44,0.0,18,3.2
2023-09-01,Maharashtra,Western,15827.27,15738.87,88.41,0.559,32973.49,32711.83,261.66,16,2.75
2023-10-01,Maharashtra,Western,18328.16,18278.35,49.81,0.272,38183.67,38036.9,146.78,17,2.2
2023-11-01,Maharashtra,Western,18311.92,18248.76,63.16,0.345,38149.84,37963.09,186.75,14,3.02
2023-12-01,Maharashtra,Western,18577.44,18576.69,0.75,0.004,38702.99,38700.86,2.13,15,3.06
2024-01-01,Maharashtra,Western,16279.73,16279.73,0.0,0.0,33916.1,33916.1,0.0,15,3.37
2024-02-01,Maharashtra,Western,16974.42,16934.93,39.49,0.233,35363.37,35260.77,102.6,20,3.35
2024-03-01,Maharashtra,Western,16431.72,16399.79,31.93,0.194,34232.75,34140.48,92.28,13,1.82
2024-04-01,Maharashtra,Western,21905.68,21797.89,107.79,0.492,45636.83,45332.69,304.14,23,3.19
2024-05-01,Maharashtra,Western,21192.1,21045.36,146.74,0.692,44150.21,43717.66,432.55,25,4.29
2024-06-01,Maharashtra,Western,22351.34,22211.52,139.81,0.626,46565.29,46155.21,410.08,28,2.97
2024-07-01,Maharashtra,Western,22438.1,22291.52,146.58,0.653,46746.03,46335.4,410.64,25,4.07
2024-08-01,Maharashtra,Western,15425.94,15364.4,61.54,0.399,32137.37,31947.53,189.84,17,2.05
2024-09-01,Maharashtra,Western,17398.81,17303.66,95.16,0.547,36247.53,36006.71,240.82,13,3.57
2024-10-01,Maharashtra,Western,19353.35,19316.08,37.28,0.193,40319.49,40220.77,98.71,13,2.63
2024-11-01,Maharashtra,Western,19944.52,19909.7,34.82,0.175,41551.09,41443.77,107.32,12,3.0
2024-12-01,Maharashtra,Western,18758.5,18694.22,64.28,0.343,39080.21,38897.72,182.49,15,2.74
2015-01-01,Gujarat,Western,8292.38,8239.7,52.68,0.635,17275.79,17122.18,153.61,10,2.25
2015-02-01,Gujarat,Western,8223.16,8188.73,34.43,0.419,17131.59,17029.54,102.04,10,2.18
2015-03-01,Gujarat,Western,8689.38,8664.32,25.07,0.288,18102.88,18028.5,74.39,11,1.62
2015-04-01,Gujarat,Western,11522.91,11230.74,292.17,2.536,24006.06,23224.05,782.01,22,3.35
2015-05-01,Gujarat,Western,12304.64,12137.48,167.16,1.359,25634.67,25182.87,451.81,19,3.14
2015-06-01,Gujarat,Western,12095.13,11891.02,204.11,1.688,25198.18,24575.75,622.43,19,2.58
2015-07-01,Gujarat,Western,11864.84,11565.87,298.97,2.52,24718.41,23966.42,751.99,24,3.25
2015-08-01,Gujarat,Western,8240.06,8157.43,82.63,1.003,17166.79,16946.61,220.18,10,1.69
2015-09-01,Gujarat,Western,8329.57,8267.92,61.65,0.74,17353.27,17198.35,154.93,10,1.92
2015-10-01,Gujarat,Western,9690.31,9607.39,82.93,0.856,20188.15,19962.46,225.69,13,2.44
2015-11-01,Gujarat,Western,10542.64,10542.64,0.0,0.0,21963.83,21963.83,0.0,10,3.12
2015-12-01,Gujarat,Western,10037.42,9960.64,76.78,0.765,20911.28,20698.24,213.04,10,2.53
2016-01-01,Gujarat,Western,9565.74,9501.38,64.36,0.673,19928.62,19762.95,165.67,9,2.54
2016-02-01,Gujarat,Western,9117.27,9117.27,0.0,0.0,18994.3,18994.3,0.0,8,1.93
2016-03-01,Gujarat,Western,8621.26,8608.22,13.04,0.151,17960.97,17928.3,32.67,8,3.15
2016-04-01,Gujarat,Western,12877.83,12749.33,128.5,0.998,26828.81,26503.21,325.59,20,2.66
2016-05-01,Gujarat,Western,12686.63,12605.75,80.88,0.638,26430.48,26208.04,222.44,20,3.2
2016-06-01,Gujarat,Western,12595.56,12418.7,176.87,1.404,26240.76,25734.8,505.95,21,2.44
2016-07-01,Gujarat,Western,11518.72,11330.33,188.39,1.636,23997.34,23422.67,574.67,21,2.22
2016-08-01,Gujarat,Western,8711.47,8632.2,79.27,0.91,18148.89,17941.89,207.01,11,2.46
2016-09-01,Gujarat,Western,9455.65,9406.18,49.47,0.523,19699.26,19550.18,149.08,11,2.01
2016-10-01,Gujarat,Western,10503.72,10503.72,0.0,0.0,21882.75,21882.75,0.0,10,1.8
2016-11-01,Gujarat,Western,10786.78,10735.17,51.61,0.478,22472.47,22312.79,159.67,9,3.02
2016-12-01,Gujarat,Western,10970.18,10955.72,14.46,0.132,22854.54,22814.15,40.39,8,1.81
2017-01-01,Gujarat,Western,9284.74,9246.66,38.07,0.41,19343.2,19224.64,118.56,11,2.41
2017-02-01,Gujarat,Western,9930.9,9883.81,47.08,0.474,20689.37,20565.19,124.18,15,1.49
2017-03-01,Gujarat,Western,9161.23,9143.06,18.17,0.198,19085.89,19038.1,47.79,9,2.48
